Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1185732,11/06/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.45,250,113,45,0.40
BevCo,1185732,11/07/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.6,750,450,135,0.30
BevCo,1185732,11/08/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.5,1750,875,219,0.25
BevCo,1185732,11/09/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.5,4500,2250,1125,0.50
BevCo,1185732,11/10/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.5,1500,750,225,0.30
BevCo,1185732,11/11/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.4,1500,600,210,0.35
BevCo,1185732,11/12/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.45,750,338,118,0.35
BevCo,1185732,11/13/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.6,750,450,135,0.30
BevCo,1185732,11/14/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.5,2000,1000,250,0.25
BevCo,1185732,11/15/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.6,4700,2820,1410,0.50
BevCo,1185732,11/16/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,1750,1050,315,0.30
BevCo,1185732,11/17/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,1500,825,289,0.35
BevCo,1185732,11/18/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,1000,550,193,0.35
BevCo,1185732,11/19/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,1250,813,244,0.30
BevCo,1185732,11/20/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.7,2500,1750,525,0.30
BevCo,1185732,11/21/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,5000,3250,1788,0.55
BevCo,1185732,11/22/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,2500,1500,525,0.35
BevCo,1185732,11/23/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,1750,963,385,0.40
BevCo,1185732,11/24/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,1500,825,330,0.40
BevCo,1185732,11/25/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,1500,975,341,0.35
BevCo,1185732,11/26/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.7,3000,2100,630,0.30
BevCo,1185732,11/27/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,5000,3250,1788,0.55
BevCo,1185732,11/28/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,3000,1800,630,0.35
BevCo,1185732,11/29/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,2250,1238,495,0.40
BevCo,1185732,11/30/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,1750,963,385,0.40
BevCo,1185732,12/01/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,2000,1300,455,0.35
BevCo,1185732,12/02/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.7,3750,2625,788,0.30
BevCo,1185732,12/03/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,5250,3413,1877,0.55
BevCo,1185732,12/04/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,3000,1800,630,0.35
BevCo,1185732,12/05/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.55,2250,1238,495,0.40
BevCo,1185732,12/06/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.55,2000,1100,440,0.40
BevCo,1185732,12/07/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.65,1750,1138,398,0.35
BevCo,1185732,12/08/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.7,3500,2450,735,0.30
BevCo,1185732,12/09/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.65,4750,3088,1544,0.50
BevCo,1185732,12/10/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.5,2750,1375,413,0.30
BevCo,1185732,12/11/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.45,2000,900,315,0.35
BevCo,1185732,12/12/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.45,1750,788,276,0.35
BevCo,1185732,12/13/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.55,1250,688,206,0.30
BevCo,1185732,12/14/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.6,2250,1350,338,0.25
BevCo,1185732,12/15/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.6,4000,2400,1200,0.50
BevCo,1185732,12/16/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.5,2250,1125,338,0.30
BevCo,1185732,12/17/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.5,1250,625,219,0.35
BevCo,1185732,12/18/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.5,1000,500,175,0.35
BevCo,1185732,12/19/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.6,1000,600,180,0.30
BevCo,1185732,12/20/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.65,2250,1463,366,0.25
BevCo,1185732,12/21/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.7,3750,2625,1444,0.55
BevCo,1185732,12/22/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,2000,1200,420,0.35
BevCo,1185732,12/23/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.6,1950,1170,468,0.40
BevCo,1185732,12/24/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.6,1750,1050,420,0.40
BevCo,1185732,12/25/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.7,1500,1050,368,0.35
BevCo,1185732,12/26/23,Northeast,Pennsylvania,Philadelphia,Dasani Water,0.75,2500,1875,563,0.30
BevCo,1185732,12/27/23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,0.7,4750,3325,1829,0.55
BevCo,1185732,12/28/23,Northeast,Pennsylvania,Philadelphia,Diet Coke,0.6,2750,1650,578,0.35
BevCo,1185732,12/29/23,Northeast,Pennsylvania,Philadelphia,Sprite,0.6,2250,1350,540,0.40
BevCo,1185732,12/30/23,Northeast,Pennsylvania,Philadelphia,Fanta,0.6,1750,1050,420,0.40
BevCo,1185732,12/31/23,Northeast,Pennsylvania,Philadelphia,Powerade,0.7,1750,1225,429,0.35
Target,1189833,01/01/23,Midwest,Montana,Billings,Powerade,0.5,2750,1375,825,0.60
Target,1189833,01/02/23,Midwest,Montana,Billings,Dasani Water,0.45,4750,2138,534,0.25
Target,1189833,01/03/23,Midwest,Montana,Billings,Coca-Cola,0.35,5250,1838,827,0.45
Target,1189833,01/04/23,Midwest,Montana,Billings,Diet Coke,0.45,4250,1913,574,0.30
Target,1189833,01/05/23,Midwest,Montana,Billings,Sprite,0.45,4500,2025,911,0.45
Target,1189833,01/06/23,Midwest,Montana,Billings,Fanta,0.45,3000,1350,540,0.40
Target,1189833,01/07/23,Midwest,Montana,Billings,Powerade,0.5,2250,1125,675,0.60
Target,1189833,01/08/23,Midwest,Montana,Billings,Dasani Water,0.45,4250,1913,478,0.25
Target,1189833,01/09/23,Midwest,Montana,Billings,Coca-Cola,0.35,5750,2013,906,0.45
Target,1189833,01/10/23,Midwest,Montana,Billings,Diet Coke,0.45,4250,1913,574,0.30
Target,1189833,01/11/23,Midwest,Montana,Billings,Sprite,0.45,4250,1913,861,0.45
Target,1189833,01/12/23,Midwest,Montana,Billings,Fanta,0.45,3250,1463,585,0.40
Target,1189833,01/13/23,Midwest,Montana,Billings,Powerade,0.5,2000,1000,600,0.60
Target,1189833,01/14/23,Midwest,Montana,Billings,Dasani Water,0.45,4000,1800,450,0.25
Target,1189833,01/15/23,Midwest,Montana,Billings,Coca-Cola,0.45,5750,2588,1164,0.45
Target,1189833,01/16/23,Midwest,Montana,Billings,Diet Coke,0.45,3750,1688,506,0.30
Target,1189833,01/17/23,Midwest,Montana,Billings,Sprite,0.45,4000,1800,810,0.45
Target,1189833,01/18/23,Midwest,Montana,Billings,Fanta,0.4,3000,1200,480,0.40
Target,1189833,01/19/23,Midwest,Montana,Billings,Powerade,0.45,2000,900,540,0.60
Target,1189833,01/20/23,Midwest,Montana,Billings,Dasani Water,0.6,3750,2250,563,0.25
Target,1189833,01/21/23,Midwest,Montana,Billings,Coca-Cola,0.4,5750,2300,1035,0.45
Target,1189833,01/22/23,Midwest,Montana,Billings,Diet Coke,0.45,4250,1913,574,0.30
Target,1189833,01/23/23,Midwest,Montana,Billings,Sprite,0.45,4250,1913,861,0.45
Target,1189833,01/24/23,Midwest,Montana,Billings,Fanta,0.4,3250,1300,520,0.40
Target,1189833,01/25/23,Midwest,Montana,Billings,Powerade,0.45,2250,1013,608,0.60
Target,1189833,01/26/23,Midwest,Montana,Billings,Dasani Water,0.6,4000,2400,600,0.25
Target,1189833,01/27/23,Midwest,Montana,Billings,Coca-Cola,0.4,6750,2700,1215,0.45
Target,1189833,01/28/23,Midwest,Montana,Billings,Diet Coke,0.45,5250,2363,709,0.30
Target,1189833,01/29/23,Midwest,Montana,Billings,Sprite,0.45,5500,2475,1114,0.45
Target,1189833,01/30/23,Midwest,Montana,Billings,Fanta,0.4,4250,1700,680,0.40
Target,1189833,01/31/23,Midwest,Montana,Billings,Powerade,0.45,3000,1350,810,0.60
Target,1189833,02/01/23,Midwest,Montana,Billings,Dasani Water,0.6,6000,3600,900,0.25
Target,1189833,02/02/23,Midwest,Montana,Billings,Coca-Cola,0.4,7500,3000,1350,0.45
Target,1189833,02/03/23,Midwest,Montana,Billings,Diet Coke,0.45,6000,2700,810,0.30
Target,1189833,02/04/23,Midwest,Montana,Billings,Sprite,0.45,5500,2475,1114,0.45
Target,1189833,02/05/23,Midwest,Montana,Billings,Fanta,0.4,4500,1800,720,0.40
Target,1189833,02/06/23,Midwest,Montana,Billings,Powerade,0.45,4750,2138,1283,0.60
Target,1189833,02/07/23,Midwest,Montana,Billings,Dasani Water,0.6,4750,2850,713,0.25
Target,1189833,02/08/23,Midwest,Montana,Billings,Coca-Cola,0.45,6750,3038,1367,0.45
Target,1189833,02/09/23,Midwest,Montana,Billings,Diet Coke,0.55,6250,3438,1031,0.30
Target,1189833,02/10/23,Midwest,Montana,Billings,Sprite,0.5,5000,2500,1125,0.45
Target,1189833,02/11/23,Midwest,Montana,Billings,Fanta,0.45,4250,1913,765,0.40
Target,1189833,02/12/23,Midwest,Montana,Billings,Powerade,0.55,4250,2338,1403,0.60
Target,1189833,02/13/23,Midwest,Montana,Billings,Dasani Water,0.6,4000,2400,600,0.25
Target,1189833,02/14/23,Midwest,Montana,Billings,Coca-Cola,0.45,6000,2700,1215,0.45
Target,1189833,02/15/23,Midwest,Montana,Billings,Diet Coke,0.5,6000,3000,900,0.30
Target,1189833,02/16/23,Midwest,Montana,Billings,Sprite,0.45,4500,2025,911,0.45
Target,1189833,02/17/23,Midwest,Montana,Billings,Fanta,0.45,4000,1800,720,0.40
Target,1189833,02/18/23,Midwest,Montana,Billings,Powerade,0.55,4000,2200,1320,0.60
Target,1189833,02/19/23,Midwest,Montana,Billings,Dasani Water,0.6,4500,2700,675,0.25
Target,1189833,02/20/23,Midwest,Montana,Billings,Coca-Cola,0.45,5500,2475,1114,0.45
Target,1189833,02/21/23,Midwest,Montana,Billings,Diet Coke,0.5,5500,2750,825,0.30
Target,1189833,02/22/23,Midwest,Montana,Billings,Sprite,0.45,4000,1800,810,0.45
Target,1189833,02/23/23,Midwest,Montana,Billings,Fanta,0.45,3750,1688,675,0.40
Target,1189833,02/24/23,Midwest,Montana,Billings,Powerade,0.55,3500,1925,1155,0.60
Target,1189833,02/25/23,Midwest,Montana,Billings,Dasani Water,0.6,4000,2400,600,0.25
Target,1189833,02/26/23,Midwest,Montana,Billings,Coca-Cola,0.4,5750,2300,1035,0.45
Target,1189833,02/27/23,Midwest,Montana,Billings,Diet Coke,0.45,5750,2588,776,0.30
Target,1189833,02/28/23,Midwest,Montana,Billings,Sprite,0.4,4250,1700,765,0.45
Target,1189833,03/01/23,Midwest,Montana,Billings,Fanta,0.4,4250,1700,680,0.40
Target,1189833,03/02/23,Midwest,Montana,Billings,Powerade,0.55,3750,2063,1238,0.60
Target,1189833,03/03/23,Midwest,Montana,Billings,Dasani Water,0.6,4750,2850,713,0.25
Target,1189833,03/04/23,Midwest,Montana,Billings,Coca-Cola,0.45,6750,3038,1367,0.45
Target,1189833,03/05/23,Midwest,Montana,Billings,Diet Coke,0.5,6750,3375,1013,0.30
Target,1189833,03/06/23,Midwest,Montana,Billings,Sprite,0.45,4750,2138,962,0.45
Target,1189833,03/07/23,Midwest,Montana,Billings,Fanta,0.45,4750,2138,855,0.40
Target,1189833,03/08/23,Midwest,Montana,Billings,Powerade,0.55,4000,2200,1320,0.60
Target,1189833,03/09/23,Midwest,Montana,Billings,Dasani Water,0.6,5000,3000,750,0.25
FizzyCo,1197831,03/10/23,Midwest,Montana,Billings,Coca-Cola,0.2,7000,1400,490,0.35
FizzyCo,1197831,03/11/23,Midwest,Montana,Billings,Diet Coke,0.3,7000,2100,735,0.35
FizzyCo,1197831,03/12/23,Midwest,Montana,Billings,Sprite,0.3,5000,1500,525,0.35
FizzyCo,1197831,03/13/23,Midwest,Montana,Billings,Fanta,0.35,5000,1750,788,0.45
FizzyCo,1197831,03/14/23,South,Tennessee,Knoxville,Powerade,0.4,3500,1400,420,0.30
FizzyCo,1197831,03/15/23,South,Tennessee,Knoxville,Dasani Water,0.35,5000,1750,875,0.50
FizzyCo,1197831,03/16/23,South,Tennessee,Knoxville,Coca-Cola,0.25,6500,1625,569,0.35
FizzyCo,1197831,03/17/23,South,Tennessee,Knoxville,Diet Coke,0.35,6250,2188,766,0.35
FizzyCo,1197831,03/18/23,South,Tennessee,Knoxville,Sprite,0.35,4500,1575,551,0.35
FizzyCo,1197831,03/19/23,South,Tennessee,Knoxville,Fanta,0.35,4000,1400,630,0.45
FizzyCo,1197831,03/20/23,South,Tennessee,Knoxville,Powerade,0.4,2750,1100,330,0.30
FizzyCo,1197831,03/21/23,South,Tennessee,Knoxville,Dasani Water,0.35,4750,1663,831,0.50
FizzyCo,1197831,03/22/23,South,Tennessee,Knoxville,Coca-Cola,0.3,6500,1950,780,0.40
FizzyCo,1197831,03/23/23,South,Tennessee,Knoxville,Diet Coke,0.4,6500,2600,1040,0.40
FizzyCo,1197831,03/24/23,South,Tennessee,Knoxville,Sprite,0.3,4750,1425,570,0.40
FizzyCo,1197831,03/25/23,South,Tennessee,Knoxville,Fanta,0.35,3750,1313,656,0.50
FizzyCo,1197831,03/26/23,South,Tennessee,Knoxville,Powerade,0.4,2750,1100,385,0.35
FizzyCo,1197831,03/27/23,South,Tennessee,Knoxville,Dasani Water,0.35,4250,1488,818,0.55
FizzyCo,1197831,03/28/23,South,Tennessee,Knoxville,Coca-Cola,0.2,6750,1350,540,0.40
FizzyCo,1197831,03/29/23,South,Tennessee,Knoxville,Diet Coke,0.25,6750,1688,675,0.40
FizzyCo,1197831,03/30/23,South,Tennessee,Knoxville,Sprite,0.2,5000,1000,400,0.40
FizzyCo,1197831,03/31/23,South,Tennessee,Knoxville,Fanta,0.25,4000,1000,500,0.50
FizzyCo,1197831,04/01/23,South,Tennessee,Knoxville,Powerade,0.3,3000,900,315,0.35
FizzyCo,1197831,04/02/23,South,Tennessee,Knoxville,Dasani Water,0.25,5750,1438,791,0.55
FizzyCo,1197831,04/03/23,South,Tennessee,Knoxville,Coca-Cola,0.15,7250,1088,435,0.40
FizzyCo,1197831,04/04/23,South,Tennessee,Knoxville,Diet Coke,0.25,7500,1875,750,0.40
FizzyCo,1197831,04/05/23,South,Tennessee,Knoxville,Sprite,0.2,6000,1200,480,0.40
FizzyCo,1197831,04/06/23,South,Tennessee,Knoxville,Fanta,0.3,5250,1575,788,0.50
FizzyCo,1197831,04/07/23,South,Tennessee,Knoxville,Powerade,0.45,4250,1913,669,0.35
FizzyCo,1197831,04/08/23,South,Tennessee,Knoxville,Dasani Water,0.4,7750,3100,1705,0.55
FizzyCo,1197831,04/09/23,South,Tennessee,Knoxville,Coca-Cola,0.4,7750,3100,1240,0.40
FizzyCo,1197831,04/10/23,South,Tennessee,Knoxville,Diet Coke,0.45,7750,3488,1395,0.40
FizzyCo,1197831,04/11/23,South,Tennessee,Knoxville,Sprite,0.4,6500,2600,1040,0.40
FizzyCo,1197831,04/12/23,South,Tennessee,Knoxville,Fanta,0.4,6000,2400,1200,0.50
FizzyCo,1197831,04/13/23,South,Tennessee,Knoxville,Powerade,0.45,5000,2250,788,0.35
FizzyCo,1197831,04/14/23,South,Tennessee,Knoxville,Dasani Water,0.5,8750,4375,2406,0.55
FizzyCo,1197831,04/15/23,South,Tennessee,Knoxville,Coca-Cola,0.4,8250,3300,1485,0.45
FizzyCo,1197831,04/16/23,South,Tennessee,Knoxville,Diet Coke,0.45,8250,3713,1671,0.45
FizzyCo,1197831,04/17/23,South,Tennessee,Knoxville,Sprite,0.4,9750,3900,1755,0.45
FizzyCo,1197831,04/18/23,South,Tennessee,Knoxville,Fanta,0.4,5750,2300,1265,0.55
FizzyCo,1197831,04/19/23,South,Tennessee,Knoxville,Powerade,0.45,5500,2475,990,0.40
FizzyCo,1197831,04/20/23,South,Tennessee,Knoxville,Dasani Water,0.55,8250,4538,2723,0.60
FizzyCo,1197831,04/21/23,South,Tennessee,Knoxville,Coca-Cola,0.45,7750,3488,1569,0.45
FizzyCo,1197831,04/22/23,South,Tennessee,Knoxville,Diet Coke,0.55,7750,4263,1918,0.45
FizzyCo,1197831,04/23/23,South,Tennessee,Knoxville,Sprite,0.5,9500,4750,2138,0.45
FizzyCo,1197831,04/24/23,South,Tennessee,Knoxville,Fanta,0.45,4750,2138,1176,0.55
FizzyCo,1197831,04/25/23,South,Tennessee,Knoxville,Powerade,0.5,4750,2375,950,0.40
FizzyCo,1197831,04/26/23,South,Tennessee,Knoxville,Dasani Water,0.55,7250,3988,2393,0.60
FizzyCo,1197831,04/27/23,South,Tennessee,Knoxville,Coca-Cola,0.5,6750,3375,1519,0.45
FizzyCo,1197831,04/28/23,South,Tennessee,Knoxville,Diet Coke,0.5,6250,3125,1406,0.45
FizzyCo,1197831,04/29/23,South,Tennessee,Knoxville,Sprite,0.55,6750,3713,1671,0.45
FizzyCo,1197831,04/30/23,South,Tennessee,Knoxville,Fanta,0.55,4000,2200,1210,0.55
FizzyCo,1197831,05/01/23,South,Tennessee,Knoxville,Powerade,0.5,4000,2000,800,0.40
FizzyCo,1197831,05/02/23,South,Tennessee,Knoxville,Dasani Water,0.45,6250,2813,1688,0.60
FizzyCo,1197831,05/03/23,South,Tennessee,Knoxville,Coca-Cola,0.35,5750,2013,906,0.45
FizzyCo,1197831,05/04/23,South,Tennessee,Knoxville,Diet Coke,0.35,5750,2013,906,0.45
FizzyCo,1197831,05/05/23,South,Tennessee,Knoxville,Sprite,0.4,5250,2100,945,0.45
FizzyCo,1197831,05/06/23,South,Tennessee,Knoxville,Fanta,0.4,3750,1500,825,0.55
FizzyCo,1197831,05/07/23,South,Tennessee,Knoxville,Powerade,0.35,3500,1225,490,0.40
FizzyCo,1197831,05/08/23,South,Tennessee,Knoxville,Dasani Water,0.45,5250,2363,1418,0.60
FizzyCo,1197831,05/09/23,South,Tennessee,Knoxville,Coca-Cola,0.3,6750,2025,911,0.45
FizzyCo,1197831,05/10/23,South,Tennessee,Knoxville,Diet Coke,0.3,6750,2025,911,0.45
FizzyCo,1197831,05/11/23,South,Tennessee,Knoxville,Sprite,0.55,6000,3300,1485,0.45
FizzyCo,1197831,05/12/23,South,Tennessee,Knoxville,Fanta,0.55,4750,2613,1437,0.55
FizzyCo,1197831,05/13/23,South,Tennessee,Knoxville,Powerade,0.55,4500,2475,990,0.40
FizzyCo,1197831,05/14/23,South,Tennessee,Knoxville,Dasani Water,0.65,6500,4225,2535,0.60
FizzyCo,1197831,05/15/23,South,Tennessee,Knoxville,Coca-Cola,0.55,8000,4400,1980,0.45
FizzyCo,1197831,05/16/23,South,Tennessee,Knoxville,Diet Coke,0.55,8000,4400,1980,0.45
FizzyCo,1197831,05/17/23,South,Tennessee,Knoxville,Sprite,0.6,7000,4200,1890,0.45
FizzyCo,1197831,05/18/23,South,Tennessee,Knoxville,Fanta,0.6,5500,3300,1815,0.55
FizzyCo,1197831,05/19/23,South,Tennessee,Knoxville,Powerade,0.55,5000,2750,1100,0.40
FizzyCo,1197831,05/20/23,South,Tennessee,Knoxville,Dasani Water,0.65,7500,4875,2925,0.60
BevCo,1185732,05/21/23,South,Tennessee,Knoxville,Coca-Cola,0.35,4250,1488,595,0.40
BevCo,1185732,05/22/23,South,Tennessee,Knoxville,Diet Coke,0.35,2250,788,276,0.35
BevCo,1185732,05/23/23,South,Tennessee,Knoxville,Sprite,0.25,2250,563,197,0.35
BevCo,1185732,05/24/23,South,Tennessee,Knoxville,Fanta,0.3,750,225,90,0.40
BevCo,1185732,05/25/23,Midwest,Nebraska,Omaha,Powerade,0.45,1250,563,197,0.35
BevCo,1185732,05/26/23,Midwest,Nebraska,Omaha,Dasani Water,0.35,2250,788,394,0.50
BevCo,1185732,05/27/23,Midwest,Nebraska,Omaha,Coca-Cola,0.35,4750,1663,665,0.40
BevCo,1185732,05/28/23,Midwest,Nebraska,Omaha,Diet Coke,0.35,1250,438,153,0.35
BevCo,1185732,05/29/23,Midwest,Nebraska,Omaha,Sprite,0.25,1750,438,153,0.35
BevCo,1185732,05/30/23,Midwest,Nebraska,Omaha,Fanta,0.3,500,150,60,0.40
BevCo,1185732,05/31/23,Midwest,Nebraska,Omaha,Powerade,0.45,1250,563,197,0.35
BevCo,1185732,06/01/23,Midwest,Nebraska,Omaha,Dasani Water,0.35,2000,700,350,0.50
BevCo,1185732,06/02/23,Midwest,Nebraska,Omaha,Coca-Cola,0.4,4200,1680,672,0.40
BevCo,1185732,06/03/23,Midwest,Nebraska,Omaha,Diet Coke,0.4,1000,400,140,0.35
BevCo,1185732,06/04/23,Midwest,Nebraska,Omaha,Sprite,0.3,1500,450,158,0.35
BevCo,1185732,06/05/23,Midwest,Nebraska,Omaha,Fanta,0.35,0,0,0,0.40
BevCo,1185732,06/06/23,Midwest,Nebraska,Omaha,Powerade,0.5,500,250,88,0.35
BevCo,1185732,06/07/23,Midwest,Nebraska,Omaha,Dasani Water,0.4,1500,600,300,0.50
BevCo,1185732,06/08/23,Midwest,Nebraska,Omaha,Coca-Cola,0.4,3750,1500,600,0.40
BevCo,1185732,06/09/23,Midwest,Nebraska,Omaha,Diet Coke,0.35,750,263,92,0.35
BevCo,1185732,06/10/23,Midwest,Nebraska,Omaha,Sprite,0.25,750,188,66,0.35
BevCo,1185732,06/11/23,Midwest,Nebraska,Omaha,Fanta,0.3,0,0,0,0.40
BevCo,1185732,06/12/23,Midwest,Nebraska,Omaha,Powerade,0.45,250,113,39,0.35
BevCo,1185732,06/13/23,Midwest,Nebraska,Omaha,Dasani Water,0.35,1500,525,263,0.50
BevCo,1185732,06/14/23,Midwest,Nebraska,Omaha,Coca-Cola,0.45,4200,1890,756,0.40
BevCo,1185732,06/15/23,Midwest,Nebraska,Omaha,Diet Coke,0.4,1250,500,175,0.35
BevCo,1185732,06/16/23,Midwest,Nebraska,Omaha,Sprite,0.35,1000,350,123,0.35
BevCo,1185732,06/17/23,Midwest,Nebraska,Omaha,Fanta,0.35,250,88,35,0.40
BevCo,1185732,06/18/23,Midwest,Nebraska,Omaha,Powerade,0.5,500,250,88,0.35
BevCo,1185732,06/19/23,Midwest,Nebraska,Omaha,Dasani Water,0.55,1500,825,413,0.50
BevCo,1185732,06/20/23,Midwest,Nebraska,Omaha,Coca-Cola,0.4,4000,1600,640,0.40
BevCo,1185732,06/21/23,Midwest,Nebraska,Omaha,Diet Coke,0.35,1500,525,184,0.35
BevCo,1185732,06/22/23,Midwest,Nebraska,Omaha,Sprite,0.3,1750,525,184,0.35
BevCo,1185732,06/23/23,Midwest,Nebraska,Omaha,Fanta,0.3,1500,450,180,0.40
BevCo,1185732,06/24/23,Midwest,Nebraska,Omaha,Powerade,0.45,1500,675,236,0.35
BevCo,1185732,06/25/23,Midwest,Nebraska,Omaha,Dasani Water,0.5,3250,1625,813,0.50
BevCo,1185732,06/26/23,Midwest,Nebraska,Omaha,Coca-Cola,0.45,5500,2475,990,0.40
BevCo,1185732,06/27/23,Midwest,Nebraska,Omaha,Diet Coke,0.4,3000,1200,420,0.35
BevCo,1185732,06/28/23,Midwest,Nebraska,Omaha,Sprite,0.35,2250,788,276,0.35
BevCo,1185732,06/29/23,Midwest,Nebraska,Omaha,Fanta,0.35,1750,613,245,0.40
BevCo,1185732,06/30/23,Midwest,Nebraska,Omaha,Powerade,0.45,1750,788,276,0.35
BevCo,1185732,07/01/23,Midwest,Nebraska,Omaha,Dasani Water,0.5,3500,1750,875,0.50
BevCo,1185732,07/02/23,Midwest,Nebraska,Omaha,Coca-Cola,0.45,5000,2250,900,0.40
BevCo,1185732,07/03/23,Midwest,Nebraska,Omaha,Diet Coke,0.45,2750,1238,433,0.35
BevCo,1185732,07/04/23,Midwest,Nebraska,Omaha,Sprite,0.4,2000,800,280,0.35
BevCo,1185732,07/05/23,Midwest,Nebraska,Omaha,Fanta,0.3,1250,375,150,0.40
BevCo,1185732,07/06/23,Midwest,Nebraska,Omaha,Powerade,0.4,1000,400,140,0.35
BevCo,1185732,07/07/23,Midwest,Nebraska,Omaha,Dasani Water,0.45,2750,1238,619,0.50
BevCo,1185732,07/08/23,Midwest,Nebraska,Omaha,Coca-Cola,0.4,4000,1600,640,0.40
BevCo,1185732,07/09/23,Midwest,Nebraska,Omaha,Diet Coke,0.35,2000,700,245,0.35
BevCo,1185732,07/10/23,Midwest,Nebraska,Omaha,Sprite,0.2,1000,200,70,0.35
BevCo,1185732,07/11/23,Midwest,Nebraska,Omaha,Fanta,0.2,750,150,60,0.40
BevCo,1185732,07/12/23,Midwest,Nebraska,Omaha,Powerade,0.3,750,225,79,0.35
BevCo,1185732,07/13/23,Midwest,Nebraska,Omaha,Dasani Water,0.35,1500,525,263,0.50
BevCo,1185732,07/14/23,Midwest,Nebraska,Omaha,Coca-Cola,0.4,3250,1300,520,0.40
BevCo,1185732,07/15/23,Midwest,Nebraska,Omaha,Diet Coke,0.3,1500,450,158,0.35
BevCo,1185732,07/16/23,Midwest,Nebraska,Omaha,Sprite,0.3,500,150,53,0.35
BevCo,1185732,07/17/23,Midwest,Nebraska,Omaha,Fanta,0.3,250,75,30,0.40
BevCo,1185732,07/18/23,Midwest,Nebraska,Omaha,Powerade,0.4,250,100,35,0.35
